,Layername,Year,Area [ha],Percentage_of_Switerland
452,Flachmoore_flachmoor,1989,0.0,0.0
453,Hochmoore_hochmoor,1989,0.0,0.0
454,Trockenwiesenweiden_trockenwiesenweiden,1989,0.0,0.0
455,WasserZugvoegel_wasserzugvogel,1989,0.0,0.0
456,Jagdbanngebiete_jagdbann,1989,0.0,0.0
457,BLN_landschaftnaturdenkmal,1989,534174.8024818912,12.938713878694228
458,Moorlandschaften_moorlandschaft,1989,0.0,0.0
459,Smaragd_smaragd,1989,0.0,0.0
460,Ramsar_ramsar,1989,0.0,0.0
461,Biosphaerenreservate_biosphaerenreservat,1989,0.0,0.0
462,Unesco_unescoWorldNaturalHeritage,1989,0.0,0.0
463,RegionalePaerke_ParkPerimeter,1989,0.0,0.0
464,Paerke_ParkKernzone,1990,0.0,0.0
465,NationalparkGraubuenden_nationalpark,1990,16689.978617439483,0.4042625316080776
466,IANB_amphibLaichgebietUndWanderobjekteUnion,1990,0.0,0.0
467,Auengebiete_Auengebiete,1990,0.0,0.0
468,Flachmoore_flachmoor,1990,0.0,0.0
469,Hochmoore_hochmoor,1990,0.0,0.0
470,Trockenwiesenweiden_trockenwiesenweiden,1990,0.0,0.0
471,WasserZugvoegel_wasserzugvogel,1990,0.0,0.0
472,Jagdbanngebiete_jagdbann,1990,0.0,0.0
473,BLN_landschaftnaturdenkmal,1990,534174.8024818912,12.938713878694228
474,Moorlandschaften_moorlandschaft,1990,0.0,0.0
475,Smaragd_smaragd,1990,0.0,0.0
476,Ramsar_ramsar,1990,5737.531241437772,0.1389737493384467
477,Biosphaerenreservate_biosphaerenreservat,1990,0.0,0.0
478,Unesco_unescoWorldNaturalHeritage,1990,0.0,0.0
479,RegionalePaerke_ParkPerimeter,1990,0.0,0.0
480,Paerke_ParkKernzone,1991,0.0,0.0
481,NationalparkGraubuenden_nationalpark,1991,16689.978617439483,0.4042625316080776
482,IANB_amphibLaichgebietUndWanderobjekteUnion,1991,0.0,0.0
483,Auengebiete_Auengebiete,1991,0.0,0.0
484,Flachmoore_flachmoor,1991,0.0,0.0
485,Hochmoore_hochmoor,1991,1469.7680819006,0.03560053486497759
486,Trockenwiesenweiden_trockenwiesenweiden,1991,0.0,0.0
487,WasserZugvoegel_wasserzugvogel,1991,11293.635598354213,0.2735529998390266
488,Jagdbanngebiete_jagdbann,1991,0.0,0.0
489,BLN_landschaftnaturdenkmal,1991,534174.8024818912,12.938713878694228
490,Moorlandschaften_moorlandschaft,1991,0.0,0.0
491,Smaragd_smaragd,1991,0.0,0.0
492,Ramsar_ramsar,1991,5737.531241437772,0.1389737493384467
493,Biosphaerenreservate_biosphaerenreservat,1991,0.0,0.0
494,Unesco_unescoWorldNaturalHeritage,1991,0.0,0.0
495,RegionalePaerke_ParkPerimeter,1991,0.0,0.0
496,Paerke_ParkKernzone,1992,0.0,0.0
497,NationalparkGraubuenden_nationalpark,1992,16689.978617439483,0.4042625316080776
498,IANB_amphibLaichgebietUndWanderobjekteUnion,1992,0.0,0.0
499,Auengebiete_Auengebiete,1992,11017.150432653665,0.26685601144855675
500,Flachmoore_flachmoor,1992,0.0,0.0
501,Hochmoore_hochmoor,1992,1469.7680819006,0.03560053486497759
502,Trockenwiesenweiden_trockenwiesenweiden,1992,0.0,0.0
503,WasserZugvoegel_wasserzugvogel,1992,11673.038527331319,0.28274284915420417
504,Jagdbanngebiete_jagdbann,1992,149426.10797028916,3.619380113123148
505,BLN_landschaftnaturdenkmal,1992,534174.8024818912,12.938713878694228
506,Moorlandschaften_moorlandschaft,1992,0.0,0.0
507,Smaragd_smaragd,1992,0.0,0.0
508,Ramsar_ramsar,1992,5737.531241437772,0.1389737493384467
509,Biosphaerenreservate_biosphaerenreservat,1992,0.0,0.0
510,Unesco_unescoWorldNaturalHeritage,1992,0.0,0.0
511,RegionalePaerke_ParkPerimeter,1992,0.0,0.0
512,Paerke_ParkKernzone,1993,0.0,0.0
513,NationalparkGraubuenden_nationalpark,1993,16689.978617439483,0.4042625316080776
514,IANB_amphibLaichgebietUndWanderobjekteUnion,1993,0.0,0.0
515,Auengebiete_Auengebiete,1993,11017.150432653665,0.26685601144855675
516,Flachmoore_flachmoor,1993,0.0,0.0
517,Hochmoore_hochmoor,1993,1469.7680819006,0.03560053486497759
518,Trockenwiesenweiden_trockenwiesenweiden,1993,0.0,0.0
519,WasserZugvoegel_wasserzugvogel,1993,11673.038527331319,0.28274284915420417
520,Jagdbanngebiete_jagdbann,1993,149426.10797028916,3.619380113123148
521,BLN_landschaftnaturdenkmal,1993,534174.8024818912,12.938713878694228
522,Moorlandschaften_moorlandschaft,1993,0.0,0.0
523,Smaragd_smaragd,1993,0.0,0.0
524,Ramsar_ramsar,1993,5737.531241437772,0.1389737493384467
525,Biosphaerenreservate_biosphaerenreservat,1993,0.0,0.0
526,Unesco_unescoWorldNaturalHeritage,1993,0.0,0.0
527,RegionalePaerke_ParkPerimeter,1993,0.0,0.0
528,Paerke_ParkKernzone,1994,0.0,0.0
529,NationalparkGraubuenden_nationalpark,1994,16689.978617439483,0.4042625316080776
530,IANB_amphibLaichgebietUndWanderobjekteUnion,1994,0.0,0.0
531,Auengebiete_Auengebiete,1994,11017.150432653665,0.26685601144855675
532,Flachmoore_flachmoor,1994,9877.444727475973,0.23925020534034086
533,Hochmoore_hochmoor,1994,1469.7680819006,0.03560053486497759
534,Trockenwiesenweiden_trockenwiesenweiden,1994,0.0,0.0
535,WasserZugvoegel_wasserzugvogel,1994,11673.038527331319,0.28274284915420417
536,Jagdbanngebiete_jagdbann,1994,149426.10797028916,3.619380113123148
537,BLN_landschaftnaturdenkmal,1994,534174.8024818912,12.938713878694228
538,Moorlandschaften_moorlandschaft,1994,0.0,0.0
539,Smaragd_smaragd,1994,0.0,0.0
540,Ramsar_ramsar,1994,5737.531241437772,0.1389737493384467
541,Biosphaerenreservate_biosphaerenreservat,1994,0.0,0.0
542,Unesco_unescoWorldNaturalHeritage,1994,0.0,0.0
543,RegionalePaerke_ParkPerimeter,1994,0.0,0.0
544,Paerke_ParkKernzone,1995,0.0,0.0
545,NationalparkGraubuenden_nationalpark,1995,16689.978617439483,0.4042625316080776
546,IANB_amphibLaichgebietUndWanderobjekteUnion,1995,0.0,0.0
547,Auengebiete_Auengebiete,1995,11017.150432653665,0.26685601144855675
548,Flachmoore_flachmoor,1995,9877.444727475973,0.23925020534034086
549,Hochmoore_hochmoor,1995,1469.7680819006,0.03560053486497759
550,Trockenwiesenweiden_trockenwiesenweiden,1995,0.0,0.0
551,WasserZugvoegel_wasserzugvogel,1995,11673.038527331319,0.28274284915420417
552,Jagdbanngebiete_jagdbann,1995,149426.10797028916,3.619380113123148
553,BLN_landschaftnaturdenkmal,1995,534174.8024818912,12.938713878694228
554,Moorlandschaften_moorlandschaft,1995,0.0,0.0
555,Smaragd_smaragd,1995,0.0,0.0
556,Ramsar_ramsar,1995,5737.531241437772,0.1389737493384467
557,Biosphaerenreservate_biosphaerenreservat,1995,0.0,0.0
558,Unesco_unescoWorldNaturalHeritage,1995,0.0,0.0
559,RegionalePaerke_ParkPerimeter,1995,0.0,0.0
560,Paerke_ParkKernzone,1996,0.0,0.0
561,NationalparkGraubuenden_nationalpark,1996,16689.978617439483,0.4042625316080776
562,IANB_amphibLaichgebietUndWanderobjekteUnion,1996,0.0,0.0
563,Auengebiete_Auengebiete,1996,11017.150432653665,0.26685601144855675
564,Flachmoore_flachmoor,1996,17481.731877573155,0.4234402780083118
565,Hochmoore_hochmoor,1996,1469.7680819006,0.03560053486497759
566,Trockenwiesenweiden_trockenwiesenweiden,1996,0.0,0.0
567,WasserZugvoegel_wasserzugvogel,1996,11673.038527331319,0.28274284915420417
568,Jagdbanngebiete_jagdbann,1996,149426.10797028916,3.619380113123148
569,BLN_landschaftnaturdenkmal,1996,706677.8696550595,17.11706115187258
570,Moorlandschaften_moorlandschaft,1996,87366.10126191025,2.116170552547178
571,Smaragd_smaragd,1996,0.0,0.0
572,Ramsar_ramsar,1996,5737.531241437772,0.1389737493384467
573,Biosphaerenreservate_biosphaerenreservat,1996,0.0,0.0
574,Unesco_unescoWorldNaturalHeritage,1996,0.0,0.0
575,RegionalePaerke_ParkPerimeter,1996,0.0,0.0
576,Paerke_ParkKernzone,1997,0.0,0.0
577,NationalparkGraubuenden_nationalpark,1997,16689.978617439483,0.4042625316080776
578,IANB_amphibLaichgebietUndWanderobjekteUnion,1997,0.0,0.0
579,Auengebiete_Auengebiete,1997,11017.150432653665,0.26685601144855675
580,Flachmoore_flachmoor,1997,17481.731877573155,0.4234402780083118
581,Hochmoore_hochmoor,1997,1469.7680819006,0.03560053486497759
582,Trockenwiesenweiden_trockenwiesenweiden,1997,0.0,0.0
583,WasserZugvoegel_wasserzugvogel,1997,11673.038527331319,0.28274284915420417
584,Jagdbanngebiete_jagdbann,1997,149426.10797028916,3.619380113123148
585,BLN_landschaftnaturdenkmal,1997,706677.8696550595,17.11706115187258
586,Moorlandschaften_moorlandschaft,1997,87366.10126191025,2.116170552547178
587,Smaragd_smaragd,1997,0.0,0.0
588,Ramsar_ramsar,1997,5737.531241437772,0.1389737493384467
589,Biosphaerenreservate_biosphaerenreservat,1997,0.0,0.0
590,Unesco_unescoWorldNaturalHeritage,1997,0.0,0.0
591,RegionalePaerke_ParkPerimeter,1997,0.0,0.0
592,Paerke_ParkKernzone,1998,0.0,0.0
593,NationalparkGraubuenden_nationalpark,1998,16703.960480604856,0.40460119851289467
594,IANB_amphibLaichgebietUndWanderobjekteUnion,1998,0.0,0.0
595,Auengebiete_Auengebiete,1998,11017.150432653665,0.26685601144855675
596,Flachmoore_flachmoor,1998,19186.102605462434,0.4647233282175714
597,Hochmoore_hochmoor,1998,1469.7680819006,0.03560053486497759
598,Trockenwiesenweiden_trockenwiesenweiden,1998,0.0,0.0
599,WasserZugvoegel_wasserzugvogel,1998,11673.038527331319,0.28274284915420417
600,Jagdbanngebiete_jagdbann,1998,149426.10797028916,3.619380113123148
601,BLN_landschaftnaturdenkmal,1998,780708.7335157138,18.910227286319824
602,Moorlandschaften_moorlandschaft,1998,87366.10126191025,2.116170552547178
603,Smaragd_smaragd,1998,0.0,0.0
604,Ramsar_ramsar,1998,5737.531241437772,0.1389737493384467
605,Biosphaerenreservate_biosphaerenreservat,1998,0.0,0.0
606,Unesco_unescoWorldNaturalHeritage,1998,0.0,0.0
607,RegionalePaerke_ParkPerimeter,1998,0.0,0.0
608,Paerke_ParkKernzone,1999,0.0,0.0
609,NationalparkGraubuenden_nationalpark,1999,16703.960480604856,0.40460119851289467
610,IANB_amphibLaichgebietUndWanderobjekteUnion,1999,0.0,0.0
611,Auengebiete_Auengebiete,1999,11017.150432653665,0.26685601144855675
612,Flachmoore_flachmoor,1999,19186.102605462434,0.4647233282175714
613,Hochmoore_hochmoor,1999,1469.7680819006,0.03560053486497759
614,Trockenwiesenweiden_trockenwiesenweiden,1999,0.0,0.0
615,WasserZugvoegel_wasserzugvogel,1999,11673.038527331319,0.28274284915420417
616,Jagdbanngebiete_jagdbann,1999,149426.10797028916,3.619380113123148
617,BLN_landschaftnaturdenkmal,1999,780708.7335157138,18.910227286319824
618,Moorlandschaften_moorlandschaft,1999,87366.10126191025,2.116170552547178
619,Smaragd_smaragd,1999,0.0,0.0
620,Ramsar_ramsar,1999,5737.531241437772,0.1389737493384467
621,Biosphaerenreservate_biosphaerenreservat,1999,0.0,0.0
622,Unesco_unescoWorldNaturalHeritage,1999,0.0,0.0
623,RegionalePaerke_ParkPerimeter,1999,0.0,0.0
624,Paerke_ParkKernzone,2000,0.0,0.0
625,NationalparkGraubuenden_nationalpark,2000,17032.957753420455,0.4125701284587733
626,IANB_amphibLaichgebietUndWanderobjekteUnion,2000,0.0,0.0
627,Auengebiete_Auengebiete,2000,11017.150432653665,0.26685601144855675
628,Flachmoore_flachmoor,2000,19186.102605462434,0.4647233282175714
629,Hochmoore_hochmoor,2000,1469.7680819006,0.03560053486497759
630,Trockenwiesenweiden_trockenwiesenweiden,2000,0.0,0.0
631,WasserZugvoegel_wasserzugvogel,2000,11673.038527331319,0.28274284915420417
632,Jagdbanngebiete_jagdbann,2000,149426.10797028916,3.619380113123148
633,BLN_landschaftnaturdenkmal,2000,780708.7335157138,18.910227286319824
634,Moorlandschaften_moorlandschaft,2000,87366.10126191025,2.116170552547178
635,Smaragd_smaragd,2000,0.0,0.0
636,Ramsar_ramsar,2000,6567.077356918547,0.1590669094566682
637,Biosphaerenreservate_biosphaerenreservat,2000,0.0,0.0
638,Unesco_unescoWorldNaturalHeritage,2000,0.0,0.0
639,RegionalePaerke_ParkPerimeter,2000,0.0,0.0
640,Paerke_ParkKernzone,2001,0.0,0.0
641,NationalparkGraubuenden_nationalpark,2001,17032.957753420455,0.4125701284587733
642,IANB_amphibLaichgebietUndWanderobjekteUnion,2001,10911.346851298313,0.26429325060671705
643,Auengebiete_Auengebiete,2001,20083.029045496234,0.4864485659560672
644,Flachmoore_flachmoor,2001,19184.559795721383,0.46468595847696215
645,Hochmoore_hochmoor,2001,1469.7680819006,0.03560053486497759
646,Trockenwiesenweiden_trockenwiesenweiden,2001,0.0,0.0
647,WasserZugvoegel_wasserzugvogel,2001,18920.234895753583,0.45828351449082194
648,Jagdbanngebiete_jagdbann,2001,149529.14504771135,3.6218758640598607
649,BLN_landschaftnaturdenkmal,2001,780708.7335157138,18.910227286319824
650,Moorlandschaften_moorlandschaft,2001,87339.75187277485,2.115532321007021
651,Smaragd_smaragd,2001,0.0,0.0
652,Ramsar_ramsar,2001,6567.077356918547,0.1590669094566682
653,Biosphaerenreservate_biosphaerenreservat,2001,56144.997775116935,1.3599369692410543
654,Unesco_unescoWorldNaturalHeritage,2001,0.0,0.0
655,RegionalePaerke_ParkPerimeter,2001,0.0,0.0
656,Paerke_ParkKernzone,2002,0.0,0.0
657,NationalparkGraubuenden_nationalpark,2002,17032.957753420455,0.4125701284587733
658,IANB_amphibLaichgebietUndWanderobjekteUnion,2002,10911.346851298313,0.26429325060671705
659,Auengebiete_Auengebiete,2002,20083.029045496234,0.4864485659560672
660,Flachmoore_flachmoor,2002,19184.559795721383,0.46468595847696215
661,Hochmoore_hochmoor,2002,1469.7680819006,0.03560053486497759
662,Trockenwiesenweiden_trockenwiesenweiden,2002,0.0,0.0
663,WasserZugvoegel_wasserzugvogel,2002,18920.234895753583,0.45828351449082194
664,Jagdbanngebiete_jagdbann,2002,149529.14504771135,3.6218758640598607
665,BLN_landschaftnaturdenkmal,2002,780708.7335157138,18.910227286319824
666,Moorlandschaften_moorlandschaft,2002,87339.75187277485,2.115532321007021
667,Smaragd_smaragd,2002,0.0,0.0
668,Ramsar_ramsar,2002,6567.077356918547,0.1590669094566682
669,Biosphaerenreservate_biosphaerenreservat,2002,56144.997775116935,1.3599369692410543
670,Unesco_unescoWorldNaturalHeritage,2002,0.0,0.0
671,RegionalePaerke_ParkPerimeter,2002,0.0,0.0
672,Paerke_ParkKernzone,2003,0.0,0.0
673,NationalparkGraubuenden_nationalpark,2003,17032.957753420455,0.4125701284587733
674,IANB_amphibLaichgebietUndWanderobjekteUnion,2003,11744.278468626355,0.28446841391852623
675,Auengebiete_Auengebiete,2003,22632.852485369196,0.5482100638335763
676,Flachmoore_flachmoor,2003,19184.559795721383,0.46468595847696215
677,Hochmoore_hochmoor,2003,1524.6072971371264,0.03692884333625109
678,Trockenwiesenweiden_trockenwiesenweiden,2003,0.0,0.0
679,WasserZugvoegel_wasserzugvogel,2003,18920.234895753583,0.45828351449082194
680,Jagdbanngebiete_jagdbann,2003,149529.14504771135,3.6218758640598607
681,BLN_landschaftnaturdenkmal,2003,780708.7335157138,18.910227286319824
682,Moorlandschaften_moorlandschaft,2003,87339.75187277485,2.115532321007021
683,Smaragd_smaragd,2003,0.0,0.0
684,Ramsar_ramsar,2003,6641.237741292622,0.16086321282045832
685,Biosphaerenreservate_biosphaerenreservat,2003,56144.997775116935,1.3599369692410543
686,Unesco_unescoWorldNaturalHeritage,2003,0.0,0.0
687,RegionalePaerke_ParkPerimeter,2003,0.0,0.0
688,Paerke_ParkKernzone,2004,0.0,0.0
689,NationalparkGraubuenden_nationalpark,2004,17032.957753420455,0.4125701284587733
690,IANB_amphibLaichgebietUndWanderobjekteUnion,2004,11744.278468626355,0.28446841391852623
691,Auengebiete_Auengebiete,2004,22632.852485369196,0.5482100638335763
692,Flachmoore_flachmoor,2004,19189.29834668214,0.4648007350534611
693,Hochmoore_hochmoor,2004,1524.6072971371264,0.03692884333625109
694,Trockenwiesenweiden_trockenwiesenweiden,2004,0.0,0.0
695,WasserZugvoegel_wasserzugvogel,2004,18920.234895753583,0.45828351449082194
696,Jagdbanngebiete_jagdbann,2004,150922.01408916857,3.655613760183325
697,BLN_landschaftnaturdenkmal,2004,780708.7335157138,18.910227286319824
698,Moorlandschaften_moorlandschaft,2004,87373.67379739099,2.1163539735349644
699,Smaragd_smaragd,2004,0.0,0.0
700,Ramsar_ramsar,2004,6650.427609429647,0.16108580863339342
701,Biosphaerenreservate_biosphaerenreservat,2004,56144.997775116935,1.3599369692410543
702,Unesco_unescoWorldNaturalHeritage,2004,0.0,0.0
703,RegionalePaerke_ParkPerimeter,2004,0.0,0.0
704,Paerke_ParkKernzone,2005,0.0,0.0
705,NationalparkGraubuenden_nationalpark,2005,17032.957753420455,0.4125701284587733
706,IANB_amphibLaichgebietUndWanderobjekteUnion,2005,11744.278468626355,0.28446841391852623
707,Auengebiete_Auengebiete,2005,22632.852485369196,0.5482100638335763
708,Flachmoore_flachmoor,2005,19189.29834668214,0.4648007350534611
709,Hochmoore_hochmoor,2005,1524.6072971371264,0.03692884333625109
710,Trockenwiesenweiden_trockenwiesenweiden,2005,0.0,0.0
711,WasserZugvoegel_wasserzugvogel,2005,18920.234895753583,0.45828351449082194
712,Jagdbanngebiete_jagdbann,2005,150922.01394076532,3.655613756588721
713,BLN_landschaftnaturdenkmal,2005,780708.7335157138,18.910227286319824
714,Moorlandschaften_moorlandschaft,2005,87373.67379739099,2.1163539735349644
715,Smaragd_smaragd,2005,0.0,0.0
716,Ramsar_ramsar,2005,8726.62565223409,0.21137521260104375
717,Biosphaerenreservate_biosphaerenreservat,2005,56144.997775116935,1.3599369692410543
718,Unesco_unescoWorldNaturalHeritage,2005,0.0,0.0
719,RegionalePaerke_ParkPerimeter,2005,0.0,0.0
720,Paerke_ParkKernzone,2006,0.0,0.0
721,NationalparkGraubuenden_nationalpark,2006,17032.957753420455,0.4125701284587733
722,IANB_amphibLaichgebietUndWanderobjekteUnion,2006,11744.278468626355,0.28446841391852623
723,Auengebiete_Auengebiete,2006,22632.852485369196,0.5482100638335763
724,Flachmoore_flachmoor,2006,19189.29834668214,0.4648007350534611
725,Hochmoore_hochmoor,2006,1524.6072971371264,0.03692884333625109
726,Trockenwiesenweiden_trockenwiesenweiden,2006,0.0,0.0
727,WasserZugvoegel_wasserzugvogel,2006,18920.234895753583,0.45828351449082194
728,Jagdbanngebiete_jagdbann,2006,150922.01394076532,3.655613756588721
729,BLN_landschaftnaturdenkmal,2006,780708.7335157138,18.910227286319824
730,Moorlandschaften_moorlandschaft,2006,87373.67379739099,2.1163539735349644
731,Smaragd_smaragd,2006,0.0,0.0
732,Ramsar_ramsar,2006,8726.62565223409,0.21137521260104375
733,Biosphaerenreservate_biosphaerenreservat,2006,56144.997775116935,1.3599369692410543
734,Unesco_unescoWorldNaturalHeritage,2006,0.0,0.0
735,RegionalePaerke_ParkPerimeter,2006,0.0,0.0
736,Paerke_ParkKernzone,2007,0.0,0.0
737,NationalparkGraubuenden_nationalpark,2007,17032.957753420455,0.4125701284587733
738,IANB_amphibLaichgebietUndWanderobjekteUnion,2007,13886.296828010887,0.3363521091924643
739,Auengebiete_Auengebiete,2007,22639.25086446783,0.5483650445553551
740,Flachmoore_flachmoor,2007,19218.080749146207,0.4654978987318931
741,Hochmoore_hochmoor,2007,1523.85533360599,0.036910629371587504
742,Trockenwiesenweiden_trockenwiesenweiden,2007,0.0,0.0
743,WasserZugvoegel_wasserzugvogel,2007,18920.234895753583,0.45828351449082194
744,Jagdbanngebiete_jagdbann,2007,150922.01394076532,3.655613756588721
745,BLN_landschaftnaturdenkmal,2007,780708.7335157138,18.910227286319824
746,Moorlandschaften_moorlandschaft,2007,87404.94562114123,2.117111435658017
747,Smaragd_smaragd,2007,0.0,0.0
748,Ramsar_ramsar,2007,8726.62565223409,0.21137521260104375
749,Biosphaerenreservate_biosphaerenreservat,2007,56144.997775116935,1.3599369692410543
750,Unesco_unescoWorldNaturalHeritage,2007,0.0,0.0
751,RegionalePaerke_ParkPerimeter,2007,0.0,0.0
752,Paerke_ParkKernzone,2008,0.0,0.0
753,NationalparkGraubuenden_nationalpark,2008,17032.957753420455,0.4125701284587733
754,IANB_amphibLaichgebietUndWanderobjekteUnion,2008,13886.296828010887,0.3363521091924643
755,Auengebiete_Auengebiete,2008,22639.25086446783,0.5483650445553551
756,Flachmoore_flachmoor,2008,19218.080749146207,0.4654978987318931
757,Hochmoore_hochmoor,2008,1523.85533360599,0.036910629371587504
758,Trockenwiesenweiden_trockenwiesenweiden,2008,0.0,0.0
759,WasserZugvoegel_wasserzugvogel,2008,18920.234895753583,0.45828351449082194
760,Jagdbanngebiete_jagdbann,2008,150922.01394076532,3.655613756588721
761,BLN_landschaftnaturdenkmal,2008,780708.7335157138,18.910227286319824
762,Moorlandschaften_moorlandschaft,2008,87404.94562114123,2.117111435658017
763,Smaragd_smaragd,2008,0.0,0.0
764,Ramsar_ramsar,2008,8726.62565223409,0.21137521260104375
765,Biosphaerenreservate_biosphaerenreservat,2008,56144.997775116935,1.3599369692410543
766,Unesco_unescoWorldNaturalHeritage,2008,0.0,0.0
767,RegionalePaerke_ParkPerimeter,2008,39444.250685725456,0.9554136050799432
768,Paerke_ParkKernzone,2009,0.0,0.0
769,NationalparkGraubuenden_nationalpark,2009,17032.957753420455,0.4125701284587733
770,IANB_amphibLaichgebietUndWanderobjekteUnion,2009,13886.296828010887,0.3363521091924643
771,Auengebiete_Auengebiete,2009,22639.25086446783,0.5483650445553551
772,Flachmoore_flachmoor,2009,19218.080749146207,0.4654978987318931
773,Hochmoore_hochmoor,2009,1523.85533360599,0.036910629371587504
774,Trockenwiesenweiden_trockenwiesenweiden,2009,0.0,0.0
775,WasserZugvoegel_wasserzugvogel,2009,22164.173104878704,0.5368577717059151
776,Jagdbanngebiete_jagdbann,2009,150922.01394076532,3.655613756588721
777,BLN_landschaftnaturdenkmal,2009,780708.7335157138,18.910227286319824
778,Moorlandschaften_moorlandschaft,2009,87404.94562114123,2.117111435658017
779,Smaragd_smaragd,2009,0.0,0.0
780,Ramsar_ramsar,2009,8726.62565223409,0.21137521260104375
781,Biosphaerenreservate_biosphaerenreservat,2009,56144.997775116935,1.3599369692410543
782,Unesco_unescoWorldNaturalHeritage,2009,0.0,0.0
783,RegionalePaerke_ParkPerimeter,2009,39444.25068610338,0.9554136050890973
784,Paerke_ParkKernzone,2010,0.0,0.0
785,NationalparkGraubuenden_nationalpark,2010,17032.957753420455,0.4125701284587733
786,IANB_amphibLaichgebietUndWanderobjekteUnion,2010,13886.296828010887,0.3363521091924643
787,Auengebiete_Auengebiete,2010,22639.25086446783,0.5483650445553551
788,Flachmoore_flachmoor,2010,19218.080749146207,0.4654978987318931
789,Hochmoore_hochmoor,2010,1523.85533360599,0.036910629371587504
790,Trockenwiesenweiden_trockenwiesenweiden,2010,21397.753182545657,0.5182936461801055
791,WasserZugvoegel_wasserzugvogel,2010,22164.173104878704,0.5368577717059151
792,Jagdbanngebiete_jagdbann,2010,150887.91227549096,3.654787750405497
793,BLN_landschaftnaturdenkmal,2010,780708.7335157138,18.910227286319824
794,Moorlandschaften_moorlandschaft,2010,87404.94562114123,2.117111435658017
795,Smaragd_smaragd,2010,0.0,0.0
796,Ramsar_ramsar,2010,8726.62565223409,0.21137521260104375
797,Biosphaerenreservate_biosphaerenreservat,2010,56144.997775116935,1.3599369692410543
798,Unesco_unescoWorldNaturalHeritage,2010,0.0,0.0
799,RegionalePaerke_ParkPerimeter,2010,54481.616523352204,1.3196467608902072
800,Paerke_ParkKernzone,2011,0.0,0.0
801,NationalparkGraubuenden_nationalpark,2011,17032.957753420455,0.4125701284587733
802,IANB_amphibLaichgebietUndWanderobjekteUnion,2011,13886.296828010887,0.3363521091924643
803,Auengebiete_Auengebiete,2011,22639.25086446783,0.5483650445553551
804,Flachmoore_flachmoor,2011,19218.080749146207,0.4654978987318931
805,Hochmoore_hochmoor,2011,1523.85533360599,0.036910629371587504
806,Trockenwiesenweiden_trockenwiesenweiden,2011,21397.753182545657,0.5182936461801055
807,WasserZugvoegel_wasserzugvogel,2011,22164.173104878704,0.5368577717059151
808,Jagdbanngebiete_jagdbann,2011,150887.91227549096,3.654787750405497
809,BLN_landschaftnaturdenkmal,2011,780708.7335157138,18.910227286319824
810,Moorlandschaften_moorlandschaft,2011,87404.94562114123,2.117111435658017
811,Smaragd_smaragd,2011,0.0,0.0
812,Ramsar_ramsar,2011,14705.138369993565,0.35618598449784583
813,Biosphaerenreservate_biosphaerenreservat,2011,75528.32473041792,1.8294374404848717
814,Unesco_unescoWorldNaturalHeritage,2011,0.0,0.0
815,RegionalePaerke_ParkPerimeter,2011,74347.0499777409,1.8008247542143854
816,Paerke_ParkKernzone,2012,0.0,0.0
817,NationalparkGraubuenden_nationalpark,2012,17032.957753420455,0.4125701284587733
818,IANB_amphibLaichgebietUndWanderobjekteUnion,2012,13886.296828010887,0.3363521091924643
819,Auengebiete_Auengebiete,2012,22639.25086446783,0.5483650445553551
820,Flachmoore_flachmoor,2012,19218.080749146207,0.4654978987318931
821,Hochmoore_hochmoor,2012,1523.85533360599,0.036910629371587504
822,Trockenwiesenweiden_trockenwiesenweiden,2012,21557.529897731085,0.5221637373799464
823,WasserZugvoegel_wasserzugvogel,2012,22164.173104878704,0.5368577717059151
824,Jagdbanngebiete_jagdbann,2012,150887.91227549096,3.654787750405497
825,BLN_landschaftnaturdenkmal,2012,780708.7335157138,18.910227286319824
826,Moorlandschaften_moorlandschaft,2012,87404.94562114123,2.117111435658017
827,Smaragd_smaragd,2012,0.0,0.0
828,Ramsar_ramsar,2012,14705.138369993565,0.35618598449784583
829,Biosphaerenreservate_biosphaerenreservat,2012,75528.32473041792,1.8294374404848717
830,Unesco_unescoWorldNaturalHeritage,2012,0.0,0.0
831,RegionalePaerke_ParkPerimeter,2012,314317.3278996858,7.613354194009587
832,Paerke_ParkKernzone,2013,0.0,0.0
833,NationalparkGraubuenden_nationalpark,2013,17032.957753420455,0.4125701284587733
834,IANB_amphibLaichgebietUndWanderobjekteUnion,2013,13886.296828010887,0.3363521091924643
835,Auengebiete_Auengebiete,2013,22639.25086446783,0.5483650445553551
836,Flachmoore_flachmoor,2013,19218.080749146207,0.4654978987318931
837,Hochmoore_hochmoor,2013,1523.85533360599,0.036910629371587504
838,Trockenwiesenweiden_trockenwiesenweiden,2013,21557.529897731085,0.5221637373799464
839,WasserZugvoegel_wasserzugvogel,2013,22164.173104878704,0.5368577717059151
840,Jagdbanngebiete_jagdbann,2013,150887.91227549096,3.654787750405497
841,BLN_landschaftnaturdenkmal,2013,780708.7335157138,18.910227286319824
842,Moorlandschaften_moorlandschaft,2013,87404.94562114123,2.117111435658017
843,Smaragd_smaragd,2013,0.0,0.0
844,Ramsar_ramsar,2013,14705.138369993565,0.35618598449784583
845,Biosphaerenreservate_biosphaerenreservat,2013,75528.32473041792,1.8294374404848717
846,Unesco_unescoWorldNaturalHeritage,2013,0.0,0.0
847,RegionalePaerke_ParkPerimeter,2013,461615.8452207137,11.181200078011717
848,Paerke_ParkKernzone,2014,0.0,0.0
